original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,57,Fmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Aother
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,53,53,Fmajor,55,60,57,57,57,60,Fmajor,57,Fmajor,Fother,Fother,Fmajor,Fmajor,Fmajor,Fother,Fmajor
62,59,53,52,Bdiminished,59,59,59,59,59,52,Cmajor,52,Cmajor,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Dminor,Dminor
64,60,55,48,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,64,48,-48,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cother
65,64,48,45,Fmajor,60,60,60,57,57,57,Fmajor,57,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
-65,62,50,-45,Dminor,60,57,62,60,60,60,Fmajor,60,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,59,52,44,Emajor,60,59,59,59,59,59,Gmajor,60,Cmajor,Caugmented,Emajor,Emajor,Emajor,Emajor,Emajor,Caugmented
64,60,57,45,Aminor,60,60,60,60,60,62,Gmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Dother,Aminor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
65,62,55,36,Dminor,60,57,62,60,62,60,Cmajor,62,Gmajor,Fother,Fmajor,Dminor,Fother,Dminor,Fother,Dminor
60,57,55,38,Aminor,55,60,57,50,57,60,Cmajor,60,Cmajor,Cother,Cother,Aminor,Cother,Aminor,Cother,Cother
-60,-57,54,39,D#diminished,55,66,57,57,57,60,Cmajor,60,Cmajor,Cminor,F#other,F#diminished,F#diminished,F#diminished,F#other,F#other
59,55,47,40,Eminor,55,59,55,56,55,60,Cmajor,57,Fmajor,Eminor,Eother,Eminor,Emajor,Eminor,Cmajor,Aother
