original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Fmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Bdiminished,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,64,55,48,Cmajor,60,60,60,64,64,60,Aminor,72,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
-67,-64,-55,-48,Cmajor,60,60,60,64,64,62,Dmajor,67,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
-67,-64,-55,-48,Cmajor,60,60,60,64,64,62,Gmajor,65,Dminor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Fother
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,62,55,48,Dminor,60,57,62,62,62,60,Cmajor,64,Cmajor,Fother,Fmajor,Dminor,Dminor,Dminor,Fother,Cmajor
64,55,-55,48,Cmajor,60,60,60,60,60,60,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,59,43,Gmajor,59,59,59,62,55,60,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
64,55,60,40,Cmajor,60,60,60,55,55,62,Gmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,57,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,-60,50,43,Cother,59,60,60,59,60,60,Cmajor,55,Cmajor,Gmajor,Cother,Cother,Gmajor,Cother,Cother,Gother
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,59,Gmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,59,Cmajor,55,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Bother,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,64,55,48,Cmajor,60,60,60,64,64,60,Cmajor,55,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
-67,-64,-55,-48,Cmajor,60,60,60,64,64,59,Gmajor,55,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
-67,-64,-55,-48,Cmajor,60,60,60,64,64,59,Cmajor,60,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,62,55,48,Dminor,60,57,62,62,62,55,Gmajor,60,Cmajor,Fother,Fmajor,Dminor,Dminor,Dminor,Fother,Fother
64,55,-55,48,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,59,43,Gmajor,59,59,59,62,55,59,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,60,40,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,57,57,41,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Bdiminished,Dminor
-62,-60,50,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor,Gmajor,Cother,Cother,Gmajor,Cother,Cother,Cother
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,50,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
62,62,55,47,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
62,62,53,47,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor,Bdiminished,Bdiminished,Bdiminished,Gmajor,Gmajor,Bdiminished,Bdiminished
64,55,52,36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Cother
