original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,69,Fmajor,67,Cmajor,Eother,Eother,Eother,Eother,Eother,Aother,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,67,Gmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,52,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
71,67,62,55,Gmajor,62,59,62,67,67,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,64,60,45,Aminor,60,60,64,64,64,60,Fmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-69,-64,-60,48,Aminor,60,60,64,64,64,60,Fmajor,67,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,67,60,52,Cmajor,60,60,60,64,64,60,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,64,60,57,Aminor,64,60,64,64,64,64,Gmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-72,72,55,52,Cmajor,64,60,67,67,67,67,Cmajor,65,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
