original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,64,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eother
72,67,64,48,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,67,64,60,Cmajor,64,60,67,67,67,60,Fmajor,67,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
79,67,62,59,Gmajor,67,59,67,67,67,60,Fmajor,65,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,67,Cmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,60,Fmajor,67,Eminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,66,60,57,F#diminished,64,60,66,64,66,60,Cmajor,1000,Aminor,Aminor,Aminor,F#diminished,Aminor,F#diminished,Aminor,Aminor
71,62,67,55,Gmajor,62,59,62,62,62,64,Cmajor,69,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
-71,67,55,43,Gmajor,62,59,62,62,62,64,Cmajor,67,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
67,67,62,53,Gmajor,60,59,62,67,67,60,Fmajor,64,Cmajor,Dminor,Gmajor,Gother,Gother,Gother,Dminor,Eminor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,71,53,50,Gmajor,67,59,67,71,71,67,Gmajor,67,Cmajor,Gother,Bdiminished,Gother,Bdiminished,Bdiminished,Gother,Gother
76,67,60,48,Cmajor,67,60,67,67,67,72,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,62,55,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor,Gother,Gmajor,Gother,Gother,Gother,Cother,Gother
-74,65,59,43,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
