original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,72,Cmajor,62,Dminor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eother
72,67,64,60,Cmajor,64,60,67,67,67,64,Cmajor,69,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
72,69,64,57,Aminor,64,60,64,69,69,69,Fmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,67,64,52,Eminor,62,59,67,68,67,60,Fmajor,67,Gmajor,Eother,Eother,Eminor,Emajor,Eminor,Cmajor,Eminor
69,65,60,53,Fmajor,60,60,60,65,65,60,Fmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,65,59,55,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
72,64,60,57,Aminor,64,60,64,64,64,67,Cmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
76,67,60,48,Cmajor,67,60,67,67,67,67,Cmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,60,Fmajor,62,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,59,52,Eminor,67,59,67,68,67,62,Gmajor,62,Gmajor,Eminor,Eother,Eminor,Emajor,Eminor,Eother,Eother
77,60,57,45,Fmajor,69,60,69,60,60,67,Cmajor,62,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor
76,64,55,48,Cmajor,67,60,67,67,67,60,Fmajor,64,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
