original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Gmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Cmajor,71,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,62,59,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor,Gmajor,Bminor,Gmajor,Gmajor,Gmajor,Bminor,Gmajor
72,69,64,57,Aminor,64,60,64,69,69,72,Cmajor,67,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,62,67,55,Gmajor,62,59,62,62,62,72,Cmajor,67,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
69,62,67,50,Gother,60,67,67,62,62,60,Fmajor,60,Cmajor,Aminor,Gother,Gother,Gother,Gother,Aminor,Aminor
67,62,59,55,Gmajor,60,59,62,62,62,64,Gmajor,64,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,69,65,50,Dminor,67,57,65,69,69,67,Cmajor,60,Cmajor,Gother,Dminor,Dminor,Dminor,Dminor,Gother,Dminor
76,72,67,48,Cmajor,67,60,67,72,72,60,Fmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,62,47,Gmajor,67,59,67,67,67,60,Fmajor,64,Cmajor,Gmajor,Bminor,Gmajor,Gmajor,Gmajor,Bminor,Eother
76,67,62,48,Cmajor,67,60,67,67,67,60,Fmajor,69,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
74,67,60,43,Cother,67,60,67,67,67,67,Cmajor,72,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cother
72,67,64,48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,69,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,60,Fmajor,71,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,71,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,62,59,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor,Gmajor,Bminor,Gmajor,Gmajor,Gmajor,Gmajor,Bminor
72,69,64,57,Aminor,64,60,64,69,69,60,Fmajor,52,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,62,67,55,Gmajor,62,59,62,62,62,70,Aminor,70,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
69,62,67,50,Gother,60,67,67,62,62,72,Aminor,69,Fmajor,Aminor,Gother,Gother,Gother,Gother,Aminor,Gother
67,62,59,55,Gmajor,60,59,62,62,62,67,Gmajor,67,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,67,60,52,Cmajor,64,60,67,67,67,72,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,69,65,50,Dminor,67,57,65,69,69,67,Cmajor,67,Cmajor,Gother,Dminor,Dminor,Dminor,Dminor,Gother,Gother
76,72,67,48,Cmajor,67,60,67,72,72,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,62,47,Gmajor,67,59,67,67,67,64,Cmajor,71,Gmajor,Gmajor,Bminor,Gmajor,Gmajor,Gmajor,Eother,Bminor
76,67,62,48,Cmajor,67,60,67,67,67,67,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,60,43,Cother,67,60,67,67,67,67,Gmajor,72,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cother
72,67,64,48,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,64,Gmajor,64,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
79,70,60,52,Cmajor,67,60,72,67,67,64,Gmajor,62,Cother,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,60,53,Fmajor,69,60,69,69,69,64,Cmajor,67,Gmajor,Fmajor,Fother,Fmajor,Fmajor,Fmajor,Fother,Fother
76,67,64,49,C#diminished,67,61,61,69,67,67,Cmajor,67,Cmajor,C#diminished,C#minor,C#minor,Amajor,C#diminished,C#diminished,C#diminished
74,65,57,50,Dminor,67,57,65,65,65,64,Cmajor,64,Cmajor,Gother,Dother,Dminor,Dminor,Dminor,Dother,Dother
76,69,61,45,Amajor,67,64,69,69,69,67,Cmajor,67,Cmajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor
-76,-69,-61,-45,Amajor,67,64,69,69,69,64,Cmajor,64,Cmajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor
79,67,60,52,Cmajor,67,60,72,67,67,67,Cmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
79,72,64,48,Cmajor,67,60,72,72,72,60,Fmajor,62,Dmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
81,72,65,53,Fmajor,72,60,72,72,72,62,Gmajor,62,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Dminor
79,71,62,55,Gmajor,67,59,67,71,71,67,Cmajor,62,Gmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
77,69,60,57,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,69,Fmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,60,Fmajor,67,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
