original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
76,72,69,57,Aminor,67,60,69,72,72,64,Cmajor,67,Gmajor,Aother,Aminor,Aother,Aminor,Aminor,Aother,Aother
77,69,65,62,Dminor,69,57,69,69,69,60,Fmajor,67,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Gother
79,74,62,59,Gmajor,67,59,67,67,67,64,Gmajor,69,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
79,71,64,55,Eminor,67,59,67,71,71,72,Cmajor,72,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,71,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,67,64,60,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Eminor,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Eminor,Gmajor
76,72,67,60,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,72,60,57,Fmajor,69,60,69,69,69,72,Cmajor,72,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
79,72,64,52,Cmajor,67,60,72,72,72,72,Cmajor,72,Cmajor,Eminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,72,67,50,Dminor,69,57,69,72,72,74,Cother,74,Cother,Dminor,Dminor,Dminor,Dminor,Dminor,Gother,Gother
74,72,69,53,Dminor,67,57,65,72,72,67,Gmajor,71,Gmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Bdiminished
74,71,67,55,Gmajor,67,59,67,71,71,67,Cmajor,72,Cmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Gother,Cother
72,67,64,48,Cmajor,64,60,67,67,67,67,Gmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
76,72,67,60,Cmajor,67,60,67,72,72,72,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,65,62,Dminor,69,57,69,69,69,72,Fmajor,72,Fmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
79,74,62,59,Gmajor,67,59,67,67,67,72,Cmajor,74,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
79,71,64,55,Eminor,67,59,67,71,71,72,Fmajor,60,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,67,64,60,Cmajor,67,60,67,67,67,69,Fmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,60,Fmajor,67,Gmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Cother,Gother
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,64,Cmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Eminor,Eminor
76,72,67,60,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,72,60,57,Fmajor,69,60,69,69,69,67,Cmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
79,72,64,52,Cmajor,67,60,72,72,72,67,Gmajor,67,Gmajor,Eminor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Eminor
77,72,67,50,Dminor,69,57,69,72,72,72,Cmajor,67,Gmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Gother
74,72,69,53,Dminor,67,57,65,72,72,67,Cmajor,60,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
74,71,67,55,Gmajor,67,59,67,71,71,60,Fmajor,69,Dminor,Gother,Gmajor,Gother,Gmajor,Gmajor,Cother,Gother
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,67,Gmajor,Gother,Gmajor,Gother,Gmajor,Gmajor,Eminor,Gother
76,73,67,53,C#diminished,67,61,61,73,73,64,Cmajor,64,Cmajor,Eminor,C#diminished,C#diminished,C#diminished,C#diminished,Eminor,Eminor
