original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,53,Fmajor,53,Fmajor,Eother,Eother,Eother,Eother,Eother,Fother,Fother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
67,64,60,48,Cmajor,60,60,60,64,64,60,Cmajor,59,Gmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
67,62,55,47,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,55,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Gother
67,60,48,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cother
70,53,50,50,B-major,62,62,53,53,53,60,Cmajor,55,Cmajor,B-major,B-major,B-major,B-major,B-major,B-major,Gminor
69,57,53,53,Fmajor,60,60,60,60,60,60,Cmajor,60,Dminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,55,48,Fother,60,60,65,64,60,60,Cmajor,62,Ediminished,Cother,Cother,Fother,Cmajor,Cother,Cother,Cother
65,53,57,50,Dminor,60,57,62,62,62,62,Gmajor,65,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
67,62,55,47,Gmajor,60,59,62,62,62,62,Gmajor,62,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,55,48,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,52,-48,Aminor,55,60,57,55,57,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Aminor,Cmajor,Aminor,Cmajor,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,62,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Dother
66,57,50,48,Dmajor,57,62,57,57,57,62,Gmajor,65,Fmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dother
67,59,50,47,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
69,60,-55,48,Aminor,60,60,64,64,64,60,Fmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,62,Gmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
67,64,60,48,Cmajor,60,60,60,64,64,67,Cmajor,62,Gmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
67,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,64,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Eminor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,64,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Eminor
67,60,48,48,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor,Cother,Cother,Cother,Cother,Cother,Cother,Cmajor
70,53,50,50,B-major,62,62,53,53,53,62,Gmajor,57,Dmajor,B-major,B-major,B-major,B-major,B-major,B-major,B-major
69,57,53,53,Fmajor,60,60,60,60,60,60,Cmajor,59,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Bother
67,60,55,48,Fother,60,60,65,64,60,62,Gmajor,57,Gmajor,Cother,Cother,Fother,Cmajor,Cother,Cother,Aminor
65,53,57,50,Dminor,60,57,62,62,62,60,Fmajor,55,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
67,62,55,47,Gmajor,60,59,62,62,62,55,Gmajor,55,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,55,48,Cmajor,60,60,60,60,60,60,Cmajor,65,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,52,-48,Aminor,55,60,57,55,57,60,Cmajor,67,Cmajor,Cmajor,Cmajor,Aminor,Cmajor,Aminor,Cmajor,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Aminor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aother
66,57,50,48,Dmajor,57,62,57,57,57,62,Dmajor,67,Cmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor
67,59,50,47,Gmajor,60,59,62,62,62,62,Gmajor,67,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,60,-55,48,Aminor,60,60,64,64,64,64,Cmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Cother
67,64,55,48,Cmajor,60,60,60,64,64,62,Gmajor,64,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cmajor
72,60,55,52,Cmajor,64,60,67,67,67,60,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
71,67,59,55,Gmajor,62,59,62,62,62,60,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Eminor
69,66,62,50,Dmajor,60,62,62,65,66,60,Cmajor,64,Aminor,Dother,Dother,Dother,Dminor,Dmajor,Dother,Dother
71,62,55,53,Gmajor,62,59,62,62,62,62,Gmajor,57,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,64,55,52,Cmajor,64,60,67,67,67,60,Cmajor,59,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,62,57,50,Gother,60,67,67,65,67,62,Gmajor,57,Gmajor,Dother,Gother,Gother,Dminor,Gother,Dother,Dother
67,62,59,43,Gmajor,60,59,62,62,62,60,Fmajor,55,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,64,48,45,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,64,60,40,Cmajor,60,60,60,64,64,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,57,41,Fmajor,60,60,60,60,60,60,Aminor,60,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
64,60,57,45,Aminor,60,60,60,60,60,62,Dmajor,65,Fother,Aminor,Aminor,Aminor,Aminor,Aminor,Dother,Fmajor
67,59,55,47,Gmajor,60,59,62,62,62,62,Gmajor,65,Fmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,57,50,50,Dminor,60,57,62,57,57,64,Cmajor,64,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,61,52,45,Amajor,60,64,61,60,61,60,Cmajor,60,Cmajor,Aminor,Aother,Amajor,Aminor,Amajor,Aminor,Aminor
64,60,52,48,Cmajor,60,60,60,55,55,60,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,62,55,47,Gmajor,59,59,59,62,62,60,Fmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,60,53,45,Fmajor,60,60,60,60,60,60,Fmajor,69,Aminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
64,55,52,48,Cmajor,60,60,60,55,55,1000,Fmajor,1000,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,-60,53,41,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Gother
