original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,57,Fmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Aother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Fmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Fmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Cother
65,57,53,38,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Bdiminished,Dminor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
62,57,53,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,56,47,40,Emajor,60,59,59,56,56,60,Cmajor,60,Cmajor,Cmajor,Eother,Eother,Emajor,Emajor,Cmajor,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,55,47,Gmajor,59,59,59,62,62,59,Gmajor,59,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,60,57,45,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Bother,Fmajor
62,-60,-57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
60,60,55,40,Cmajor,55,60,55,60,60,59,Fmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Fmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,55,Gmajor,57,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,55,Cmajor,52,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Eminor
65,57,53,38,Dminor,60,57,62,60,60,52,Cmajor,52,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,60,57,45,Aminor,60,60,60,60,60,57,Fmajor,57,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aother,Aother
62,57,53,41,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,56,47,40,Emajor,60,59,59,56,56,60,Cother,60,Cmajor,Cmajor,Eother,Eother,Emajor,Emajor,Cmajor,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,59,Gmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,55,47,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Dminor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
62,-60,-57,41,Dminor,59,57,57,60,60,59,Gmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Bdiminished,Dminor
60,60,55,40,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
62,59,50,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gother
64,61,55,53,C#diminished,60,61,61,60,61,55,Gmajor,53,Fmajor,Cmajor,C#diminished,C#diminished,Cmajor,C#diminished,Eminor,Eminor
65,62,57,50,Dminor,60,57,62,62,62,55,Cmajor,52,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,55,58,48,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,50,57,46,B-major,59,62,58,50,50,57,Fmajor,57,Fmajor,Bminor,B-major,B-major,B-major,B-major,B-major,B-major
64,-62,58,43,Ediminished,60,58,62,62,62,60,Fmajor,60,Cmajor,Cmajor,Ediminished,Ediminished,Ediminished,Ediminished,Cmajor,Cmajor
62,57,53,38,Dminor,59,57,57,57,57,60,Cother,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
62,55,50,47,Gmajor,59,59,59,55,55,59,Gmajor,60,Cmajor,Bminor,Bminor,Bminor,Gmajor,Gmajor,Bminor,Bminor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,60,48,45,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,52,40,Eminor,60,59,59,60,59,60,Dminor,60,Cmajor,Cmajor,Eminor,Eminor,Cmajor,Eminor,Cmajor,Cmajor
65,62,45,41,Dminor,60,57,62,53,53,59,Gmajor,60,Cmajor,Fmajor,Fmajor,Dminor,Fmajor,Fmajor,Bother,Fmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
62,57,53,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,56,47,40,Emajor,60,59,59,56,56,60,Cmajor,60,Fmajor,Cmajor,Eother,Eother,Emajor,Emajor,Cmajor,Cmajor
60,52,48,45,Aminor,55,60,57,52,52,60,Cmajor,57,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
62,55,47,43,Gmajor,59,59,59,55,55,60,Fmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,59,52,44,Emajor,60,59,59,59,59,60,Fmajor,52,Aminor,Caugmented,Emajor,Emajor,Emajor,Emajor,Caugmented,Emajor
65,57,48,45,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
