original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,57,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,64,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,62,50,47,Gmajor,60,59,62,62,62,60,Fmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
67,59,52,43,Eminor,60,59,59,59,59,67,Cmajor,60,Cmajor,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,60,Fmajor,60,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,65,Dminor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-64,-60,-55,-36,Cmajor,60,60,60,60,60,62,Gmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
71,62,53,38,Bdiminished,62,59,65,62,62,60,Cmajor,60,Cmajor,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Bdiminished
72,60,55,40,Cmajor,64,60,67,60,60,60,Dminor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,62,Gmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,62,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
