original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
55,52,48,36,Cmajor,50,60,52,52,52,60,Cmajor,60,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cother,Cother
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,48,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Cmajor,48,Cmajor,Bminor,Bminor,Bminor,Gmajor,Gmajor,Bminor,Bminor
64,55,48,48,Cmajor,60,60,60,55,55,60,Fmajor,50,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,57,48,41,Fmajor,60,60,60,53,53,53,Fmajor,55,Aminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,52,40,Cmajor,60,60,60,60,60,53,Fmajor,53,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Eminor
-67,59,50,43,Gmajor,60,59,62,59,59,55,Cmajor,55,Gmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
64,60,55,36,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Fmajor,57,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,59,Cmajor,55,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gmajor,Gother
