original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,55,41,Fmajor,55,60,57,57,57,60,Cmajor,55,Cmajor,Fother,Fother,Fmajor,Fmajor,Fmajor,Fother,Fother
62,57,53,38,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Bdiminished,Gother
64,60,52,45,Aminor,60,60,60,60,60,60,Fmajor,57,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aother
67,59,52,40,Eminor,60,59,59,60,59,52,Cmajor,52,Cmajor,Cmajor,Eminor,Eminor,Cmajor,Eminor,Eminor,Eminor
65,60,50,45,Dminor,60,57,62,60,60,52,Cmajor,52,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
65,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,60,55,48,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
67,55,50,47,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,57,53,45,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
