original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Eminor,Eminor
60,55,52,48,Cmajor,55,60,55,55,55,55,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-60,-57,-52,-45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
59,55,52,40,Eminor,55,59,55,56,55,60,Cmajor,60,Cmajor,Eminor,Eother,Eminor,Emajor,Eminor,Cmajor,Cmajor
57,53,48,41,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor,F#diminished,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
-57,52,-48,-41,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor,F#diminished,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
55,50,47,41,Gmajor,50,59,50,50,50,59,Gmajor,59,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,48,40,Cmajor,55,60,55,55,55,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,57,-48,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,48,36,Cmajor,60,60,60,55,55,59,Cmajor,48,Cother,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-64,-55,-48,-36,Cmajor,60,60,60,55,55,60,Fmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,53,Fmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Fother,Aminor
64,59,52,44,Emajor,60,59,59,59,59,60,Fmajor,48,Fmajor,Caugmented,Emajor,Emajor,Emajor,Emajor,Caugmented,Caugmented
62,-59,-52,-44,Emajor,59,59,59,59,59,60,Fmajor,52,Cmajor,Emajor,Emajor,Emajor,Emajor,Emajor,Caugmented,Emajor
64,56,50,40,Emajor,60,59,59,56,56,60,Fmajor,57,Fmajor,Cmajor,Eother,Eother,Emajor,Emajor,Cmajor,Dother
64,57,48,45,Aminor,60,60,60,57,57,55,Cmajor,55,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-64,-57,-48,43,Aminor,60,60,60,55,57,60,Fmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor,Cmajor,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,50,Gmajor,52,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Eminor
60,60,55,40,Cmajor,55,60,55,60,60,52,Cmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,-60,57,41,Dminor,59,57,57,60,60,53,Fmajor,52,Fmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,59,55,43,Gmajor,59,59,59,59,59,53,Dminor,53,Dminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
60,55,52,36,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,52,Cmajor,52,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-60,-57,-52,-45,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
59,55,52,40,Eminor,55,59,55,56,55,55,Cmajor,55,Cmajor,Eminor,Eother,Eminor,Emajor,Eminor,Eminor,Eminor
57,53,48,41,Fmajor,54,60,53,53,53,55,Cmajor,57,Fmajor,F#diminished,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
-57,52,-48,-41,Fmajor,54,60,53,53,53,60,Fmajor,60,Cmajor,F#diminished,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
55,50,47,41,Gmajor,50,59,50,50,50,62,Gmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,48,40,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,57,-48,41,Dminor,59,57,57,57,57,60,Cmajor,55,Gmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,48,36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-64,-55,-48,-36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,60,Cmajor,60,Cmajor,Caugmented,Emajor,Emajor,Emajor,Emajor,Caugmented,Caugmented
62,-59,-52,-44,Emajor,59,59,59,59,59,59,Gmajor,59,Gmajor,Emajor,Emajor,Emajor,Emajor,Emajor,Emajor,Emajor
64,56,50,40,Emajor,60,59,59,56,56,59,Cmajor,60,Cmajor,Cmajor,Eother,Eother,Emajor,Emajor,Eother,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,59,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-64,-57,-48,43,Aminor,60,60,60,55,57,60,Dminor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor,Cmajor,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Dminor
60,60,55,40,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,-60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor,Fother,Fother,Fmajor,Fmajor,Fmajor,Fother,Fother
62,59,-53,-41,Bdiminished,59,59,59,57,59,60,Cmajor,55,Cmajor,Bdiminished,Bdiminished,Bdiminished,Dminor,Bdiminished,Dminor,Gother
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,62,56,47,G#diminished,59,62,56,62,62,60,Cmajor,55,Cmajor,G#diminished,G#diminished,G#diminished,G#diminished,G#diminished,G#diminished,Gmajor
-62,60,57,45,Dother,59,62,57,60,60,59,Gmajor,55,Cmajor,Bminor,Dother,Dother,Dother,Dother,Bminor,Gother
64,59,59,44,Emajor,60,59,59,50,50,59,Gmajor,55,Cmajor,Caugmented,Emajor,Emajor,Emajor,Emajor,Emajor,Eother
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
59,-57,53,38,Bdiminished,55,59,53,57,57,55,Gmajor,55,Gmajor,Gmajor,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Gmajor,Gmajor
-59,56,52,40,Emajor,55,59,56,56,56,55,Cmajor,55,Cmajor,Eminor,Eother,Emajor,Emajor,Emajor,Eminor,Eminor
57,52,48,33,Aminor,54,60,55,52,52,55,Cmajor,54,Dmajor,F#diminished,Aminor,Aminor,Aminor,Aminor,Aminor,F#diminished
-57,-52,-48,-33,Aminor,54,60,55,52,52,60,Fmajor,50,Gmajor,F#diminished,Aminor,Aminor,Aminor,Aminor,Aminor,Dother
62,57,48,42,Dmajor,59,62,57,57,57,50,Gmajor,50,Gmajor,Bminor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor
62,55,47,43,Gmajor,59,59,59,55,55,52,Cmajor,50,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
60,-55,48,-43,Cother,55,60,55,52,55,53,Fmajor,55,Aminor,Cother,Cother,Cother,Cmajor,Cother,Fother,Cother
59,55,50,41,Gmajor,55,59,55,55,55,53,Fmajor,53,Dminor,Gmajor,Bdiminished,Gmajor,Gmajor,Gmajor,Bdiminished,Bdiminished
60,55,52,40,Cmajor,55,60,55,55,55,55,Cmajor,55,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
57,-55,-52,36,Aminor,54,60,55,55,55,52,Cmajor,52,Cmajor,F#diminished,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-57,54,50,38,Dmajor,54,62,54,54,54,60,Fmajor,57,Fmajor,Dmajor,Dother,Dmajor,Dmajor,Dmajor,Dother,Dother
55,50,47,43,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,60,Fmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
55,52,47,40,Eminor,50,59,55,55,55,60,Fmajor,57,Fmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
60,52,48,45,Aminor,55,60,57,52,52,53,Fmajor,48,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Fmajor,Aminor
-60,-52,-48,43,Cmajor,55,60,55,52,52,52,Cmajor,52,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cmajor,Cmajor
60,57,53,45,Fmajor,55,60,57,57,57,52,Cmajor,52,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
